Agglomération,Luminosité,Météo (conditions atmos.),Type de collision,Catégorie de route,Régime de circulation,État de la surface,Infrastructure,Situation de l'accident,Vitesse_num,Voies_num,Région
1,1,3,7,7,2,8,0,1,50.0,2.0,10
1,0,6,5,5,0,7,0,1,90.0,2.0,7
0,3,3,1,7,3,8,0,4,50.0,1.0,11
1,4,5,2,0,1,7,0,2,90.0,6.0,10
1,3,3,5,6,1,8,0,4,110.0,4.0,0
0,4,3,5,0,3,8,0,2,110.0,3.0,0
1,4,3,4,0,1,8,0,4,90.0,6.0,10
0,4,5,3,5,0,7,0,4,50.0,2.0,0
1,0,7,1,5,0,8,0,4,50.0,2.0,0
1,3,5,5,5,0,7,0,1,80.0,2.0,8
0,1,3,2,7,0,8,0,4,50.0,2.0,11
0,1,5,5,7,0,7,0,6,50.0,1.0,11
1,4,3,5,5,0,7,0,1,80.0,2.0,2
0,1,3,5,7,0,8,0,1,50.0,2.0,11
1,4,3,2,0,1,8,0,4,130.0,4.0,0
1,4,6,1,5,0,7,0,4,80.0,2.0,2
1,4,3,5,5,0,8,0,0,80.0,2.0,11
1,3,3,2,0,1,8,0,4,130.0,4.0,3
0,4,3,1,7,0,8,0,4,30.0,1.0,11
1,4,3,2,5,0,8,0,4,80.0,2.0,2
1,3,3,5,5,0,7,0,1,80.0,1.0,1
1,4,3,2,0,1,8,0,4,130.0,3.0,9
0,1,3,1,7,0,8,0,4,50.0,2.0,12
0,4,5,5,5,0,7,0,4,50.0,2.0,1
0,4,3,5,6,0,8,0,5,60.0,1.0,10
1,3,1,0,5,0,8,0,4,80.0,2.0,6
0,4,3,7,5,2,8,3,4,50.0,2.0,9
1,4,3,5,7,0,8,0,0,80.0,2.0,13
0,1,3,0,5,0,8,0,4,50.0,3.0,13
1,4,3,5,6,0,8,0,1,70.0,2.0,4
0,4,3,5,7,0,8,1,0,30.0,2.0,12
1,0,3,0,5,0,8,0,4,80.0,2.0,8
0,4,3,2,7,0,8,0,4,50.0,2.0,1
0,1,3,5,7,3,8,0,4,30.0,1.0,13
1,4,3,1,5,0,8,0,4,50.0,2.0,0
1,4,3,0,5,0,8,0,4,80.0,2.0,5
0,1,3,1,7,0,8,0,4,50.0,2.0,0
1,4,3,7,5,0,8,0,0,50.0,2.0,9
0,4,3,7,5,0,8,0,4,30.0,2.0,0
0,4,3,1,7,0,8,0,4,50.0,2.0,0
0,4,3,2,4,0,8,0,4,50.0,2.0,0
1,3,3,5,0,1,8,0,4,130.0,2.0,1
0,4,3,1,5,0,8,0,4,50.0,2.0,0
0,4,3,1,5,0,8,0,4,50.0,2.0,0
0,3,3,1,5,0,8,0,4,50.0,2.0,0
0,4,5,5,7,0,7,0,4,50.0,2.0,0
1,3,3,3,0,1,8,0,4,130.0,2.0,13
0,4,3,7,7,3,8,0,4,50.0,1.0,0
0,4,3,5,7,0,8,0,4,50.0,4.0,13
0,4,3,2,5,3,8,0,4,80.0,2.0,0
1,0,5,1,5,0,7,0,4,80.0,2.0,13
0,4,7,1,7,0,8,0,4,50.0,2.0,0
1,4,3,5,5,0,8,0,1,80.0,2.0,0
1,4,4,5,5,0,7,0,1,70.0,2.0,11
1,0,5,7,5,0,7,3,4,80.0,1.0,11
0,4,3,2,7,2,8,0,4,50.0,2.0,0
0,4,3,1,5,0,8,0,4,50.0,2.0,8
0,1,3,5,3,2,8,1,0,10.0,2.0,3
0,0,4,0,5,0,7,0,4,50.0,3.0,0
1,4,5,5,5,0,7,0,4,70.0,2.0,0
0,3,5,5,7,2,7,0,0,30.0,2.0,3
1,1,3,3,5,0,8,0,4,80.0,2.0,8
0,4,3,1,5,0,8,3,4,50.0,1.0,12
0,1,5,5,7,0,7,0,4,30.0,2.0,3
0,4,3,5,5,0,8,0,6,50.0,2.0,8
1,4,6,5,5,3,7,3,4,80.0,2.0,2
0,4,3,5,7,0,7,0,4,50.0,2.0,3
1,3,5,5,5,0,7,0,1,80.0,2.0,2
1,3,0,5,5,0,7,0,4,80.0,1.0,6
1,4,6,0,5,0,7,0,4,80.0,2.0,6
0,0,3,5,7,0,8,0,4,50.0,2.0,11
1,3,5,0,5,0,7,0,4,70.0,2.0,6
1,4,3,2,0,3,8,0,4,90.0,3.0,11
1,3,1,3,5,2,8,0,4,70.0,2.0,9
1,1,5,2,0,3,7,1,4,50.0,2.0,11
1,0,3,7,0,3,8,0,1,130.0,3.0,11
1,4,3,1,0,1,8,0,4,70.0,3.0,11
0,4,3,0,5,0,8,8,0,50.0,2.0,3
1,4,4,5,0,1,7,0,4,50.0,1.0,6
1,4,3,1,6,1,8,0,3,110.0,2.0,13
1,3,2,0,5,0,7,0,4,90.0,2.0,5
1,3,3,0,5,2,8,0,4,90.0,2.0,5
1,1,5,1,0,3,7,7,4,50.0,2.0,13
1,4,2,5,0,1,7,0,4,130.0,2.0,5
1,1,5,5,0,3,7,7,4,50.0,2.0,13
0,4,7,0,5,0,8,0,4,50.0,2.0,5
1,3,3,1,0,3,8,0,4,110.0,2.0,13
0,4,3,0,7,0,8,4,4,50.0,2.0,5
1,4,3,4,0,3,8,0,4,110.0,2.0,13
1,3,4,0,5,0,7,0,4,90.0,2.0,5
1,4,3,5,6,2,8,7,4,70.0,3.0,13
1,3,3,5,0,3,8,0,4,130.0,3.0,13
1,4,5,3,5,0,7,0,4,90.0,2.0,5
1,1,5,1,0,3,7,0,4,90.0,4.0,13
0,3,3,2,5,0,7,0,4,50.0,2.0,5
1,4,5,3,0,3,7,0,4,90.0,3.0,13
0,4,6,2,7,0,8,0,4,50.0,2.0,5
1,0,5,2,0,2,7,0,4,90.0,2.0,13
0,0,6,0,5,0,7,0,4,50.0,2.0,5
0,2,3,0,5,1,8,3,4,50.0,2.0,5
1,2,5,2,0,3,7,0,4,90.0,3.0,13
1,4,5,0,6,0,7,0,4,80.0,2.0,5
0,3,3,1,5,0,8,0,4,50.0,2.0,11
0,4,3,5,7,3,9,0,4,50.0,1.0,11
1,4,5,2,6,1,7,0,4,110.0,4.0,13
0,4,3,5,5,0,8,0,6,50.0,2.0,11
0,2,1,1,7,0,8,0,4,50.0,2.0,0
1,3,3,0,5,0,8,0,4,80.0,3.0,0
1,3,5,3,0,1,7,2,4,90.0,3.0,13
0,4,3,0,5,0,8,0,4,50.0,2.0,0
1,0,3,3,0,3,8,0,4,110.0,3.0,13
1,3,4,5,0,1,7,0,4,90.0,3.0,13
0,2,5,2,5,0,7,0,4,30.0,2.0,13
0,4,3,2,5,0,8,0,4,50.0,2.0,10
1,3,4,1,0,3,7,0,3,110.0,3.0,13
0,3,3,5,6,1,8,2,4,70.0,6.0,12
0,0,3,1,7,2,8,0,4,30.0,2.0,10
1,4,3,7,7,0,1,1,4,50.0,2.0,11
0,4,3,5,7,3,8,3,4,30.0,1.0,10
1,4,3,7,7,0,9,0,4,80.0,2.0,11
0,4,3,1,5,0,8,0,4,50.0,2.0,10
0,1,5,5,5,0,7,0,4,50.0,2.0,11
0,0,3,5,5,0,8,0,4,50.0,2.0,10
0,1,3,5,7,1,8,5,4,50.0,3.0,12
0,0,3,0,7,2,8,1,4,50.0,2.0,4
0,4,3,5,7,1,8,5,4,50.0,4.0,12
1,3,3,5,6,1,8,0,4,70.0,4.0,12
1,2,5,5,5,3,7,0,1,70.0,2.0,13
0,3,3,5,7,1,8,0,4,50.0,4.0,12
0,1,5,2,7,2,7,0,4,50.0,2.0,13
0,0,5,1,7,0,7,6,4,50.0,2.0,13
1,3,3,3,5,0,8,0,4,90.0,3.0,8
1,4,4,1,0,3,7,0,4,110.0,3.0,13
0,4,3,3,7,1,8,3,4,50.0,6.0,11
1,4,5,1,6,3,7,0,4,50.0,2.0,13
0,1,3,0,3,2,8,3,4,30.0,2.0,11
1,3,5,5,6,3,7,0,3,70.0,2.0,13
0,4,5,1,7,0,7,0,6,50.0,2.0,6
1,3,5,1,6,1,7,0,4,110.0,2.0,13
1,3,3,2,5,1,8,0,4,70.0,2.0,13
1,4,3,2,0,1,7,0,4,90.0,3.0,13
1,4,3,5,5,3,8,0,3,70.0,2.0,13
0,4,3,5,7,0,8,0,4,50.0,2.0,0
0,4,3,5,7,0,8,0,4,50.0,2.0,9
0,4,5,4,5,0,7,0,4,50.0,2.0,7
0,1,3,1,5,0,8,0,4,30.0,2.0,11
0,4,5,7,5,0,7,0,5,30.0,2.0,11
0,4,5,1,7,0,7,0,4,50.0,2.0,7
1,4,3,7,5,0,8,0,4,80.0,2.0,11
0,1,5,0,5,0,7,0,4,70.0,2.0,0
1,4,3,2,0,2,8,0,4,110.0,3.0,13
0,4,3,7,5,0,8,3,4,50.0,2.0,0
1,3,3,5,6,3,8,0,4,70.0,3.0,13
0,1,5,1,7,0,7,0,4,50.0,2.0,1
1,3,3,1,0,1,8,0,4,110.0,3.0,13
0,0,3,1,7,0,8,0,4,30.0,2.0,12
0,1,3,2,7,0,7,0,4,50.0,2.0,0
0,1,3,1,7,1,8,3,4,50.0,4.0,12
0,4,3,5,5,3,8,0,4,30.0,1.0,0
0,0,3,5,7,0,8,0,4,80.0,2.0,12
1,3,5,7,0,1,7,0,4,110.0,3.0,13
0,4,5,1,7,0,7,0,4,30.0,2.0,0
0,4,3,7,7,1,8,3,4,50.0,3.0,12
0,4,3,1,4,0,8,0,4,50.0,4.0,0
0,1,3,5,7,0,8,3,4,50.0,2.0,12
0,1,3,5,4,2,8,0,4,50.0,2.0,5
0,4,3,7,7,0,8,3,4,30.0,2.0,12
0,4,5,5,7,0,7,8,0,20.0,2.0,5
0,4,3,1,7,0,8,5,4,30.0,2.0,12
0,1,3,5,7,1,8,5,4,30.0,3.0,12
0,4,3,2,7,0,8,0,4,50.0,2.0,9
0,4,3,1,7,0,8,3,4,50.0,2.0,12
0,1,3,7,7,1,8,5,4,50.0,4.0,12
0,1,3,0,4,0,8,0,4,50.0,3.0,0
0,1,5,5,5,0,7,0,4,50.0,2.0,7
0,4,3,1,7,1,8,5,4,50.0,3.0,12
0,1,5,1,5,0,7,0,4,50.0,3.0,7
1,4,6,5,7,0,7,0,0,80.0,2.0,0
1,4,3,0,5,0,7,0,4,70.0,2.0,0
0,4,5,1,7,0,7,3,4,30.0,2.0,6
0,2,3,7,5,0,9,0,0,50.0,2.0,0
0,4,6,5,7,0,7,0,0,50.0,2.0,6
0,4,7,1,7,0,8,0,4,50.0,2.0,0
0,4,4,5,7,0,7,0,4,50.0,2.0,5
1,3,3,2,5,0,8,0,4,80.0,2.0,0
0,4,5,1,7,0,7,3,2,30.0,2.0,2
0,4,3,2,7,2,8,1,4,20.0,1.0,0
0,1,3,2,7,0,8,0,4,50.0,2.0,5
0,3,0,5,5,0,9,0,1,50.0,2.0,0
0,4,3,5,7,0,8,0,4,50.0,2.0,0
1,4,3,3,5,0,8,0,4,90.0,2.0,12
0,4,3,5,3,2,8,1,2,30.0,2.0,0
0,1,5,4,7,0,7,0,4,70.0,2.0,5
1,4,2,7,5,0,3,0,4,80.0,2.0,0
0,0,5,7,7,3,7,0,4,50.0,2.0,5
1,3,6,0,5,0,7,0,4,50.0,2.0,0
1,4,5,0,5,0,7,0,4,80.0,2.0,5
0,4,3,5,7,0,8,0,4,50.0,2.0,0
0,3,5,0,5,0,7,0,4,50.0,2.0,9
0,3,4,7,5,0,7,0,1,80.0,2.0,0
0,4,3,5,7,1,8,1,0,50.0,2.0,0
0,4,5,1,7,0,7,0,4,50.0,2.0,3
0,4,5,0,7,0,7,0,4,50.0,2.0,0
1,3,3,5,5,0,8,0,4,70.0,2.0,0
0,4,5,7,7,3,7,3,4,50.0,2.0,3
1,4,3,0,5,0,8,0,4,70.0,2.0,0
0,4,5,5,7,1,7,6,4,50.0,2.0,3
0,4,5,5,7,0,7,0,4,50.0,2.0,3
1,4,2,0,5,0,3,0,4,80.0,2.0,0
1,2,5,1,6,3,7,0,4,50.0,3.0,2
0,1,3,1,7,0,8,3,4,30.0,2.0,12
0,1,5,1,7,0,7,0,5,30.0,2.0,2
0,4,3,5,7,1,8,8,4,30.0,3.0,12
0,4,3,2,7,0,8,0,4,50.0,2.0,9
1,4,8,0,5,0,8,0,4,80.0,2.0,11
1,4,3,5,6,0,8,0,6,70.0,2.0,4
0,4,6,1,7,2,7,0,4,20.0,1.0,9
0,1,5,5,7,0,7,0,4,50.0,2.0,9
1,3,3,2,0,3,7,0,3,90.0,3.0,13
0,4,3,1,4,0,8,3,4,50.0,5.0,9
0,4,3,5,7,0,8,0,4,50.0,4.0,9
1,4,3,4,5,0,8,0,4,90.0,3.0,6
0,4,3,1,7,0,8,0,4,50.0,2.0,8
0,4,7,5,5,0,8,0,4,50.0,2.0,6
0,2,5,5,7,0,7,0,4,50.0,1.0,3
0,0,3,1,5,0,8,0,4,50.0,2.0,5
0,3,5,7,7,3,7,0,4,50.0,1.0,7
0,1,3,1,7,0,8,0,4,50.0,6.0,11
0,1,2,2,7,1,7,3,4,50.0,2.0,7
0,1,3,5,7,0,8,0,4,50.0,2.0,11
0,4,3,0,7,2,8,0,4,50.0,2.0,11
1,0,3,0,5,0,8,3,4,70.0,1.0,0
0,4,3,5,7,0,8,0,4,50.0,4.0,11
0,4,3,1,7,0,8,3,4,50.0,2.0,11
1,3,3,1,5,0,8,0,4,80.0,2.0,0
0,4,3,1,7,3,8,0,4,50.0,1.0,11
0,4,3,5,5,0,8,1,4,50.0,2.0,0
0,1,3,5,5,0,8,0,4,50.0,2.0,11
0,4,3,5,5,0,7,1,4,50.0,2.0,0
0,0,3,2,7,0,8,0,4,50.0,2.0,9
0,4,3,5,5,3,8,0,4,30.0,1.0,9
0,1,5,7,7,0,7,0,4,50.0,1.0,5
0,1,4,5,7,1,4,0,4,50.0,4.0,5
1,4,3,3,5,1,8,0,4,80.0,2.0,9
0,4,3,1,7,3,8,0,5,50.0,1.0,0
1,0,3,1,5,0,8,0,4,80.0,2.0,9
0,4,3,1,7,1,8,0,4,50.0,3.0,11
0,4,8,0,7,0,8,0,4,50.0,2.0,2
0,4,3,1,7,0,8,1,4,50.0,2.0,11
1,4,3,2,5,1,8,0,4,110.0,2.0,11
0,1,3,0,5,0,8,0,4,50.0,2.0,11
1,4,3,7,7,0,1,0,0,80.0,2.0,6
0,4,3,0,7,0,8,0,4,50.0,2.0,11
0,1,3,1,7,0,8,0,4,50.0,2.0,6
0,0,5,1,5,2,7,0,4,50.0,1.0,0
0,1,5,2,7,2,7,0,4,70.0,4.0,13
0,4,3,4,7,1,8,5,4,50.0,3.0,12
0,4,3,1,7,1,8,3,4,30.0,4.0,12
0,1,5,3,7,1,7,0,4,30.0,4.0,13
0,4,3,5,7,0,8,0,4,30.0,2.0,12
0,1,3,5,5,1,8,0,4,50.0,4.0,8
0,4,5,1,7,0,7,0,4,30.0,3.0,13
0,4,5,5,7,0,7,1,4,30.0,2.0,13
0,4,3,1,7,0,8,5,4,50.0,2.0,12
0,4,5,5,7,0,7,0,4,30.0,6.0,13
0,4,3,5,7,3,8,0,4,50.0,1.0,6
1,3,3,5,5,0,8,0,1,80.0,2.0,11
0,1,5,5,7,3,7,0,5,30.0,2.0,13
0,4,5,7,7,0,7,0,5,30.0,1.0,13
1,3,3,1,5,0,8,0,4,80.0,2.0,11
0,4,5,5,7,0,7,7,5,30.0,2.0,13
0,4,5,5,7,3,7,0,4,30.0,1.0,13
1,0,3,0,5,0,8,0,4,80.0,2.0,11
0,4,5,5,7,3,7,5,2,30.0,2.0,13
0,1,5,5,7,0,7,0,4,50.0,2.0,0
0,0,5,1,7,3,7,0,4,50.0,1.0,13
0,1,3,1,7,3,8,3,4,50.0,2.0,0
0,4,5,3,7,0,7,0,4,50.0,2.0,13
0,4,3,1,7,0,8,0,4,30.0,3.0,0
0,4,5,5,7,1,7,1,4,50.0,4.0,13
0,0,0,1,7,0,7,0,4,50.0,2.0,0
0,1,6,5,7,3,7,0,4,50.0,2.0,13
0,4,3,5,5,0,8,0,4,50.0,2.0,0
0,1,5,0,7,0,7,0,4,50.0,2.0,13
1,4,3,5,6,1,7,0,4,70.0,4.0,0
0,4,6,0,7,0,8,0,4,30.0,2.0,13
0,4,3,2,5,0,8,0,1,50.0,2.0,8
0,1,5,1,7,0,7,0,4,50.0,2.0,13
1,4,3,5,5,0,8,0,4,80.0,2.0,7
0,4,5,1,5,3,7,0,4,50.0,2.0,13
1,3,3,0,5,0,8,0,4,80.0,2.0,0
0,4,5,5,5,0,7,0,4,50.0,2.0,13
0,4,3,1,7,0,8,0,4,50.0,2.0,8
0,1,5,1,5,3,7,0,4,50.0,2.0,13
1,4,3,0,5,0,8,0,4,80.0,2.0,11
0,4,4,5,5,0,7,0,4,50.0,2.0,13
0,4,3,0,7,0,8,0,4,30.0,2.0,11
0,4,5,1,5,1,7,0,4,50.0,4.0,13
1,3,3,5,5,0,8,0,4,80.0,2.0,11
0,4,3,2,7,0,8,0,0,30.0,2.0,0
0,1,5,5,7,3,7,0,4,50.0,1.0,13
0,1,3,5,7,0,8,3,4,50.0,2.0,12
1,3,3,5,0,1,8,0,4,110.0,6.0,13
0,4,5,2,5,3,7,1,4,30.0,1.0,13
0,0,3,5,5,0,8,8,4,50.0,2.0,9
1,0,3,1,0,1,8,0,4,90.0,3.0,13
1,4,5,5,5,1,7,7,4,70.0,4.0,13
0,4,3,7,7,0,8,0,4,50.0,2.0,12
0,2,5,7,5,3,7,3,4,50.0,2.0,13
1,4,3,2,0,1,8,0,4,110.0,8.0,13
0,4,3,5,3,2,8,7,4,30.0,2.0,12
0,1,5,5,5,0,7,0,4,50.0,2.0,13
1,4,3,2,0,3,8,0,4,50.0,1.0,13
0,4,3,2,7,0,8,5,4,30.0,2.0,12
0,4,3,2,3,2,8,0,0,30.0,2.0,5
0,4,3,2,5,2,8,0,4,50.0,2.0,13
0,4,5,5,7,0,7,10,2,30.0,2.0,13
1,4,3,0,5,0,8,0,4,50.0,2.0,7
1,4,3,2,6,1,8,0,4,90.0,4.0,12
0,4,3,5,1,0,8,8,2,50.0,2.0,8
0,4,3,1,7,0,8,0,4,50.0,2.0,10
0,4,3,5,7,0,8,1,2,50.0,4.0,10
0,4,3,1,7,0,8,0,4,30.0,2.0,12
0,4,3,5,7,0,8,5,6,50.0,3.0,12
1,0,3,7,6,1,8,2,4,70.0,4.0,12
1,4,3,1,5,0,8,0,4,70.0,2.0,11
0,4,3,2,7,0,8,5,4,50.0,2.0,12
0,4,3,1,7,0,8,3,4,50.0,2.0,12
1,4,5,1,5,3,7,0,4,80.0,2.0,6
0,4,3,1,7,0,8,3,4,50.0,2.0,12
1,2,5,2,5,0,7,0,1,90.0,4.0,9
0,4,6,1,7,0,8,0,4,50.0,2.0,12
0,4,3,5,5,0,8,0,4,50.0,2.0,5
0,4,3,5,7,0,8,5,4,50.0,2.0,12
1,4,6,5,5,0,0,0,1,90.0,2.0,8
0,4,6,5,7,0,8,0,4,50.0,2.0,12
1,4,4,7,5,0,7,0,0,80.0,3.0,7
1,4,5,1,5,0,7,0,4,90.0,2.0,0
0,1,3,3,6,1,8,0,4,50.0,4.0,10
1,4,3,1,0,3,8,0,4,90.0,2.0,10
1,4,6,1,5,0,7,0,4,80.0,2.0,0
0,4,3,2,7,0,8,0,1,50.0,2.0,4
1,3,5,0,5,0,7,0,1,80.0,2.0,2
0,4,3,5,5,3,8,0,4,50.0,2.0,10
0,4,3,5,5,0,7,10,4,50.0,2.0,2
0,4,3,1,7,0,8,0,4,30.0,2.0,10
1,3,3,0,5,0,8,0,4,80.0,2.0,2
0,3,3,5,7,0,8,0,1,50.0,2.0,4
0,4,3,4,5,0,8,0,4,50.0,2.0,4
0,4,3,2,5,0,8,0,4,50.0,2.0,13
0,4,3,1,7,0,8,0,4,50.0,2.0,13
0,4,3,5,7,1,8,0,4,50.0,2.0,8
0,4,3,5,7,0,8,0,4,50.0,3.0,8
0,3,3,1,5,1,8,0,4,90.0,2.0,8
0,4,3,3,7,1,8,0,4,30.0,2.0,8
0,4,3,1,5,2,8,0,4,50.0,2.0,12
1,4,3,1,7,0,8,0,4,50.0,2.0,11
0,4,3,5,4,0,8,0,4,50.0,3.0,11
0,4,3,1,7,0,8,0,4,50.0,2.0,6
0,4,3,1,7,0,8,1,4,50.0,1.0,13
0,4,3,5,7,3,8,0,1,50.0,1.0,0
0,4,3,5,7,3,8,10,6,50.0,1.0,0
0,4,3,5,7,3,8,0,4,30.0,1.0,0
0,4,3,2,7,0,8,0,4,50.0,1.0,12
0,4,3,1,7,3,8,8,4,50.0,1.0,12
0,4,3,1,4,0,8,0,0,50.0,2.0,0
0,0,3,5,7,0,8,0,4,50.0,2.0,0
0,4,7,0,7,0,8,0,4,30.0,2.0,0
0,4,3,0,7,0,8,0,4,50.0,2.0,5
0,4,3,5,7,3,8,0,4,50.0,1.0,9
0,4,3,1,7,0,8,0,4,50.0,2.0,8
0,4,3,2,7,0,8,0,4,30.0,2.0,8
0,4,3,0,7,0,8,0,4,30.0,1.0,0
0,4,3,1,4,1,8,3,4,50.0,7.0,0
0,4,3,0,7,0,8,0,4,50.0,2.0,6
0,4,3,1,7,2,8,0,5,30.0,1.0,6
0,1,3,1,4,0,8,0,4,50.0,4.0,6
0,1,3,0,7,1,8,0,4,50.0,4.0,5
0,4,3,5,7,3,8,0,6,50.0,2.0,5
0,4,3,7,7,3,8,0,4,20.0,1.0,12
0,4,3,7,7,0,8,0,4,50.0,2.0,12
0,4,3,4,7,0,8,0,4,50.0,2.0,12
0,4,3,1,7,0,8,0,4,50.0,2.0,12
0,1,3,0,4,0,8,0,4,50.0,2.0,3
0,4,3,0,5,0,8,0,5,50.0,2.0,0
1,4,3,7,6,0,8,6,4,110.0,4.0,0
1,3,3,0,7,3,8,0,4,70.0,2.0,11
0,4,3,3,7,3,8,3,4,50.0,2.0,3
0,2,3,7,7,0,8,0,1,50.0,2.0,10
1,4,3,5,6,3,8,1,0,90.0,2.0,10
0,4,3,2,4,1,8,0,4,30.0,2.0,2
0,1,3,5,5,0,8,0,4,50.0,2.0,10
0,4,3,5,7,3,8,0,4,30.0,1.0,8
0,3,3,1,7,3,8,0,4,30.0,1.0,0
0,4,7,1,7,3,8,1,4,50.0,2.0,8
1,4,3,0,5,0,8,0,4,80.0,2.0,8
0,4,3,1,7,3,8,0,4,30.0,1.0,0
0,4,3,1,7,1,8,0,4,50.0,2.0,8
0,4,3,1,7,0,8,0,4,30.0,4.0,0
0,1,3,1,7,2,8,0,4,50.0,2.0,9
0,0,3,1,7,0,8,3,4,50.0,2.0,9
0,4,3,2,7,3,8,0,4,30.0,2.0,0
0,4,3,1,7,0,8,1,0,50.0,4.0,7
0,0,4,0,6,0,7,0,4,30.0,2.0,10
0,4,3,1,7,2,8,0,4,50.0,4.0,7
1,4,3,5,5,0,8,0,5,50.0,1.0,13
0,4,3,0,7,0,8,0,4,50.0,2.0,2
0,4,3,5,5,0,8,4,4,30.0,2.0,13
0,4,3,1,7,0,8,0,4,50.0,2.0,8
0,4,3,1,7,3,8,0,4,50.0,3.0,8
0,1,5,5,7,2,7,0,4,30.0,3.0,8
0,4,3,7,5,0,8,0,4,70.0,2.0,8
0,0,3,0,7,0,8,0,4,50.0,2.0,11
0,4,3,1,7,0,8,0,4,50.0,2.0,7
1,4,3,2,5,0,8,0,4,50.0,2.0,11
0,4,3,0,7,3,8,0,4,50.0,2.0,11
0,4,3,1,7,3,8,1,4,50.0,2.0,11
0,4,3,1,7,0,8,0,4,50.0,2.0,0
0,4,3,5,7,2,8,0,4,70.0,3.0,13
0,1,3,1,7,3,8,6,4,50.0,5.0,9
0,4,3,4,7,3,8,0,4,70.0,4.0,13
0,4,3,2,7,3,8,0,4,70.0,4.0,13
0,1,5,2,5,1,7,1,4,50.0,2.0,13
0,4,3,1,7,3,8,0,4,70.0,4.0,13
0,4,3,2,7,3,8,0,4,30.0,2.0,13
0,4,3,5,7,3,8,0,4,50.0,1.0,13
0,4,3,1,7,3,8,0,4,30.0,2.0,13
0,0,5,5,7,0,7,0,4,50.0,2.0,7
0,4,3,5,7,3,8,0,4,30.0,2.0,13
0,1,4,5,7,0,7,0,4,50.0,2.0,7
0,4,3,1,7,0,8,0,4,30.0,6.0,13
0,4,3,1,7,0,8,0,4,25.0,2.0,13
0,4,3,5,7,0,8,0,4,30.0,1.0,5
0,4,3,5,7,0,8,0,6,50.0,3.0,8
0,4,3,3,7,0,8,0,4,30.0,2.0,13
0,1,3,5,5,1,8,0,4,50.0,4.0,8
0,0,3,5,7,3,8,0,4,30.0,2.0,13
0,4,3,5,7,3,8,0,4,30.0,3.0,13
0,4,3,1,5,3,8,1,4,50.0,1.0,6
0,4,3,5,7,3,8,0,2,30.0,4.0,13
0,4,3,7,7,1,8,5,6,30.0,2.0,2
0,4,3,5,7,3,8,0,4,30.0,3.0,13
0,4,3,1,7,3,8,0,4,30.0,1.0,13
0,4,3,7,5,0,8,5,6,30.0,2.0,2
0,4,3,2,7,0,8,1,4,50.0,2.0,13
0,4,3,7,7,3,8,0,4,30.0,1.0,5
0,4,3,2,5,1,8,0,4,50.0,4.0,13
0,4,3,7,7,0,8,0,2,30.0,2.0,5
0,4,3,5,7,3,8,0,4,30.0,1.0,13
0,4,3,0,5,0,8,0,4,50.0,2.0,13
0,4,3,0,7,1,8,0,4,50.0,4.0,5
0,4,6,0,5,0,8,0,4,50.0,2.0,13
0,4,3,5,7,3,8,0,4,50.0,1.0,13
0,4,3,1,7,0,8,0,4,50.0,2.0,5
0,4,3,5,5,0,8,0,4,50.0,2.0,13
0,1,3,5,7,0,8,0,4,50.0,2.0,5
0,4,3,5,7,1,8,0,4,30.0,1.0,13
1,4,4,1,5,0,7,3,4,80.0,1.0,7
0,4,3,1,5,0,8,0,5,50.0,2.0,13
0,4,3,5,5,0,8,0,4,50.0,2.0,13
0,1,6,3,7,3,7,0,4,70.0,1.0,7
0,4,3,0,5,3,8,0,4,30.0,1.0,13
0,4,6,1,7,0,8,0,4,50.0,2.0,12
0,4,3,1,5,0,8,0,4,50.0,4.0,13
0,0,1,0,7,0,7,3,4,50.0,2.0,9
0,4,3,0,7,0,8,0,5,50.0,2.0,3
1,4,3,3,6,0,8,4,4,70.0,4.0,10
0,4,3,1,7,1,8,0,4,50.0,1.0,3
1,4,3,0,5,0,8,0,4,80.0,2.0,6
0,4,3,1,7,0,8,0,4,50.0,2.0,3
1,4,3,0,5,0,8,0,4,90.0,2.0,0
0,0,3,5,7,0,8,0,4,50.0,2.0,3
1,4,3,1,5,3,8,0,4,70.0,2.0,7
0,1,6,5,7,0,7,3,4,30.0,4.0,2
1,3,5,5,6,0,7,0,4,80.0,2.0,10
1,4,3,5,5,0,8,0,1,90.0,3.0,7
0,4,5,1,7,0,7,3,4,30.0,2.0,2
1,4,3,0,5,1,8,0,4,90.0,2.0,5
1,0,4,4,4,1,7,0,4,90.0,6.0,2
0,4,3,1,7,0,8,0,4,30.0,2.0,8
1,4,3,1,4,0,8,0,4,70.0,2.0,9
0,4,7,2,7,0,8,3,4,50.0,2.0,8
0,3,3,5,7,0,8,0,6,50.0,2.0,8
1,4,3,0,5,0,8,0,4,80.0,2.0,11
0,1,3,5,7,3,8,0,4,50.0,3.0,9
0,4,3,1,6,0,8,0,4,70.0,2.0,4
1,4,3,1,5,0,8,3,4,90.0,2.0,9
0,4,3,2,5,0,8,3,4,50.0,2.0,9
1,4,3,2,6,1,8,0,4,110.0,2.0,9
1,4,3,0,5,0,8,0,4,90.0,2.0,1
0,3,3,4,5,0,8,0,4,70.0,2.0,9
0,1,3,7,7,0,8,0,4,50.0,2.0,8
0,1,3,2,7,3,8,0,3,50.0,2.0,11
0,1,3,0,7,0,8,0,4,50.0,2.0,11
1,4,3,1,5,0,8,0,4,70.0,2.0,12
0,4,3,1,7,0,8,0,4,50.0,2.0,11
